Call Type,Call Date,Dispatch DtTm,On Scene DtTm,Dispatch to On Scene duration,Neighborhooods - Analysis Boundaries
Medical Incident,01/02/2019,01/02/2019 1:03:18 PM,01/02/2019 1:07:43 PM,4,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 12:47:27 AM,12/25/2018 12:51:52 AM,4,Financial District/South Beach
Medical Incident,01/20/2019,01/20/2019 2:08:48 AM,01/20/2019 2:13:13 AM,4,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 2:58:41 PM,02/07/2019 3:03:06 PM,4,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 1:03:49 AM,02/17/2019 1:08:14 AM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 8:53:18 PM,02/19/2019 8:57:43 PM,4,Financial District/South Beach
Medical Incident,12/15/2018,12/15/2018 9:19:15 PM,12/15/2018 9:23:41 PM,4,Financial District/South Beach
Medical Incident,12/30/2018,12/30/2018 12:37:12 AM,12/30/2018 12:41:38 AM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 2:21:44 PM,01/09/2019 2:26:10 PM,4,Financial District/South Beach
Medical Incident,01/16/2019,01/16/2019 1:02:50 AM,01/16/2019 1:07:16 AM,4,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 5:23:58 PM,02/07/2019 5:28:24 PM,4,Financial District/South Beach
Medical Incident,02/11/2019,02/11/2019 8:40:38 AM,02/11/2019 8:45:04 AM,4,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 10:38:27 AM,01/12/2019 10:42:53 AM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 2:23:26 PM,12/03/2018 2:27:53 PM,4,Financial District/South Beach
Medical Incident,12/29/2018,12/29/2018 5:39:12 AM,12/29/2018 5:43:39 AM,4,Financial District/South Beach
Medical Incident,01/06/2019,01/06/2019 1:02:44 AM,01/06/2019 1:07:11 AM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 8:23:44 PM,02/19/2019 8:28:11 PM,4,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 12:13:00 PM,12/02/2018 12:17:28 PM,4,Financial District/South Beach
Medical Incident,12/10/2018,12/10/2018 2:45:38 PM,12/10/2018 2:50:06 PM,4,Financial District/South Beach
Medical Incident,12/15/2018,12/15/2018 12:10:13 AM,12/15/2018 12:14:41 AM,4,Financial District/South Beach
Medical Incident,12/21/2018,12/21/2018 1:37:32 PM,12/21/2018 1:42:00 PM,4,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 9:04:19 AM,01/13/2019 9:08:47 AM,4,Financial District/South Beach
Medical Incident,01/16/2019,01/16/2019 1:02:50 AM,01/16/2019 1:07:18 AM,4,Financial District/South Beach
Medical Incident,01/19/2019,01/19/2019 9:16:57 AM,01/19/2019 9:21:25 AM,4,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 10:34:40 PM,02/12/2019 10:39:08 PM,4,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 11:40:16 AM,12/23/2018 11:44:44 AM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 8:39:35 AM,12/03/2018 8:44:04 AM,4,Financial District/South Beach
Medical Incident,12/01/2018,12/01/2018 12:30:22 PM,12/01/2018 12:34:51 PM,4,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 11:24:05 PM,12/31/2018 11:28:34 PM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 9:21:11 AM,01/09/2019 9:25:40 AM,4,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 2:10:13 PM,12/02/2018 2:14:43 PM,4,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 11:13:08 PM,12/16/2018 11:17:38 PM,4,Financial District/South Beach
Medical Incident,01/04/2019,01/04/2019 3:50:02 PM,01/04/2019 3:54:32 PM,4,Financial District/South Beach
Medical Incident,01/21/2019,01/21/2019 12:30:54 AM,01/21/2019 12:35:24 AM,4,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 5:17:07 AM,02/04/2019 5:21:37 AM,4,Financial District/South Beach
Medical Incident,12/20/2018,12/20/2018 11:51:48 PM,12/20/2018 11:56:18 PM,4,Financial District/South Beach
Medical Incident,12/21/2018,12/21/2018 1:37:32 PM,12/21/2018 1:42:02 PM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 3:23:03 AM,12/03/2018 3:27:34 AM,4,Financial District/South Beach
Medical Incident,12/24/2018,12/24/2018 1:08:10 AM,12/24/2018 1:12:41 AM,4,Financial District/South Beach
Medical Incident,01/02/2019,01/02/2019 8:06:30 PM,01/02/2019 8:11:01 PM,4,Financial District/South Beach
Medical Incident,01/16/2019,01/16/2019 11:00:16 AM,01/16/2019 11:04:47 AM,4,Financial District/South Beach
Medical Incident,01/22/2019,01/22/2019 4:48:30 AM,01/22/2019 4:53:01 AM,4,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 3:23:34 PM,01/24/2019 3:28:05 PM,4,Financial District/South Beach
Medical Incident,02/16/2019,02/16/2019 4:16:42 PM,02/16/2019 4:21:13 PM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 12:24:14 PM,01/09/2019 12:28:45 PM,4,Financial District/South Beach
Medical Incident,01/14/2019,01/14/2019 3:47:19 PM,01/14/2019 3:51:50 PM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 11:46:27 PM,02/09/2019 11:50:58 PM,4,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 3:20:33 PM,12/05/2018 3:25:05 PM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 6:24:19 PM,12/03/2018 6:28:51 PM,4,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 10:30:05 AM,12/04/2018 10:34:37 AM,4,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 4:41:22 PM,12/16/2018 4:45:54 PM,4,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 4:49:42 PM,12/25/2018 4:54:14 PM,4,Financial District/South Beach
Medical Incident,01/07/2019,01/07/2019 10:55:14 PM,01/07/2019 10:59:46 PM,4,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 9:59:33 PM,01/18/2019 10:04:05 PM,4,Financial District/South Beach
Medical Incident,01/20/2019,01/20/2019 8:43:34 PM,01/20/2019 8:48:06 PM,4,Financial District/South Beach
Medical Incident,01/29/2019,01/29/2019 3:28:13 PM,01/29/2019 3:32:45 PM,4,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 9:31:58 AM,12/13/2018 9:36:31 AM,4,Financial District/South Beach
Medical Incident,12/15/2018,12/15/2018 9:50:37 AM,12/15/2018 9:55:10 AM,4,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 10:07:07 PM,01/26/2019 10:11:40 PM,4,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 10:25:59 PM,02/22/2019 10:30:32 PM,4,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 11:56:54 PM,12/23/2018 12:01:27 AM,4,Financial District/South Beach
Medical Incident,12/26/2018,12/26/2018 9:43:28 PM,12/26/2018 9:48:01 PM,4,Financial District/South Beach
Medical Incident,01/25/2019,01/25/2019 2:18:27 PM,01/25/2019 2:23:00 PM,4,Financial District/South Beach
Medical Incident,12/19/2018,12/19/2018 4:25:01 PM,12/19/2018 4:29:35 PM,4,Financial District/South Beach
Medical Incident,12/20/2018,12/20/2018 5:45:56 PM,12/20/2018 5:50:30 PM,4,Financial District/South Beach
Medical Incident,01/14/2019,01/14/2019 2:08:14 PM,01/14/2019 2:12:48 PM,4,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 2:46:10 PM,02/14/2019 2:50:44 PM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 4:32:37 PM,02/19/2019 4:37:11 PM,4,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 3:01:15 AM,02/23/2019 3:05:49 AM,4,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 4:09:58 PM,02/26/2019 4:14:32 PM,4,Financial District/South Beach
Medical Incident,12/15/2018,12/15/2018 7:08:46 PM,12/15/2018 7:13:21 PM,4,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 8:57:52 PM,12/22/2018 9:02:27 PM,4,Financial District/South Beach
Medical Incident,01/20/2019,01/20/2019 11:26:48 PM,01/20/2019 11:31:23 PM,4,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 3:09:44 AM,12/16/2018 3:14:19 AM,4,Financial District/South Beach
Medical Incident,12/24/2018,12/24/2018 8:08:37 PM,12/24/2018 8:13:12 PM,4,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 2:30:05 AM,12/25/2018 2:34:40 AM,4,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 11:33:19 PM,01/12/2019 11:37:54 PM,4,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 10:21:56 PM,01/17/2019 10:26:31 PM,4,Financial District/South Beach
Medical Incident,12/28/2018,12/28/2018 3:52:56 PM,12/28/2018 3:57:32 PM,4,Financial District/South Beach
Medical Incident,01/19/2019,01/19/2019 11:36:51 PM,01/19/2019 11:41:27 PM,4,Financial District/South Beach
Medical Incident,02/21/2019,02/21/2019 10:41:35 AM,02/21/2019 10:46:11 AM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 9:37:25 AM,02/19/2019 9:42:01 AM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 7:51:15 AM,12/07/2018 7:55:52 AM,4,Financial District/South Beach
Medical Incident,12/20/2018,12/20/2018 6:07:52 PM,12/20/2018 6:12:29 PM,4,Financial District/South Beach
Medical Incident,01/06/2019,01/06/2019 6:40:20 AM,01/06/2019 6:44:57 AM,4,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 11:38:00 PM,01/17/2019 11:42:37 PM,4,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 1:40:02 PM,01/24/2019 1:44:39 PM,4,Financial District/South Beach
Medical Incident,01/28/2019,01/28/2019 4:26:59 PM,01/28/2019 4:31:36 PM,4,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 12:17:52 PM,02/10/2019 12:22:29 PM,4,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 6:53:45 PM,02/12/2019 6:58:22 PM,4,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 11:34:32 PM,02/23/2019 11:39:09 PM,4,Financial District/South Beach
Medical Incident,01/02/2019,01/02/2019 5:13:05 PM,01/02/2019 5:17:43 PM,4,Financial District/South Beach
Medical Incident,01/16/2019,01/16/2019 3:52:16 PM,01/16/2019 3:56:54 PM,4,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 7:12:51 PM,02/06/2019 7:17:29 PM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 8:12:40 PM,12/07/2018 8:17:18 PM,4,Financial District/South Beach
Medical Incident,12/09/2018,12/09/2018 7:47:06 PM,12/09/2018 7:51:44 PM,4,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 1:46:50 PM,01/17/2019 1:51:28 PM,4,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 12:49:04 PM,01/18/2019 12:53:42 PM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 6:43:39 PM,02/09/2019 6:48:17 PM,4,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 7:36:34 AM,02/12/2019 7:41:12 AM,4,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 10:22:36 AM,12/11/2018 10:27:15 AM,4,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 12:56:32 AM,01/26/2019 1:01:11 AM,4,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 5:42:09 PM,12/31/2018 5:46:48 PM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 12:50:48 AM,02/09/2019 12:55:28 AM,4,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 2:51:26 AM,12/02/2018 2:56:06 AM,4,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 10:37:03 AM,12/11/2018 10:41:43 AM,4,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 9:41:59 PM,02/17/2019 9:46:39 PM,4,Financial District/South Beach
Medical Incident,01/21/2019,01/21/2019 5:16:43 PM,01/21/2019 5:21:24 PM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 4:36:33 PM,02/19/2019 4:41:14 PM,4,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 4:36:33 PM,02/19/2019 4:41:14 PM,4,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 9:29:48 PM,02/07/2019 9:34:29 PM,4,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 1:54:57 AM,02/12/2019 1:59:38 AM,4,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 2:17:08 AM,02/14/2019 2:21:49 AM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 1:11:01 AM,12/07/2018 1:15:43 AM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 1:02:59 AM,12/07/2018 1:07:41 AM,4,Financial District/South Beach
Medical Incident,12/19/2018,12/19/2018 4:28:21 PM,12/19/2018 4:33:03 PM,4,Financial District/South Beach
Medical Incident,12/21/2018,12/21/2018 7:46:18 PM,12/21/2018 7:51:00 PM,4,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 8:22:35 PM,12/31/2018 8:27:17 PM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 3:38:26 AM,01/09/2019 3:43:08 AM,4,Financial District/South Beach
Medical Incident,01/16/2019,01/16/2019 3:13:14 PM,01/16/2019 3:17:56 PM,4,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 2:32:48 AM,01/18/2019 2:37:30 AM,4,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 8:21:52 AM,01/24/2019 8:26:34 AM,4,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 7:14:04 PM,12/13/2018 7:18:46 PM,4,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 3:34:21 PM,12/14/2018 3:39:04 PM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 12:50:48 AM,02/09/2019 12:55:31 AM,4,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 1:53:25 PM,02/24/2019 1:58:08 PM,4,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 8:21:42 PM,02/24/2019 8:26:25 PM,4,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 12:47:27 AM,12/25/2018 12:52:10 AM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 8:25:41 AM,12/03/2018 8:30:25 AM,4,Financial District/South Beach
Medical Incident,01/14/2019,01/14/2019 7:50:24 PM,01/14/2019 7:55:08 PM,4,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 1:17:28 PM,02/13/2019 1:22:12 PM,4,Financial District/South Beach
Medical Incident,01/06/2019,01/06/2019 12:18:35 PM,01/06/2019 12:23:19 PM,4,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 9:09:17 AM,02/13/2019 9:14:02 AM,4,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 7:36:34 AM,02/12/2019 7:41:19 AM,4,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 6:51:45 PM,12/08/2018 6:56:31 PM,4,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 2:41:10 PM,01/24/2019 2:45:56 PM,4,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 5:23:58 PM,02/07/2019 5:28:44 PM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 12:25:21 AM,02/09/2019 12:30:07 AM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 9:00:57 AM,12/07/2018 9:05:44 AM,4,Financial District/South Beach
Medical Incident,12/10/2018,12/10/2018 2:44:29 PM,12/10/2018 2:49:16 PM,4,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 3:02:50 AM,01/13/2019 3:07:37 AM,4,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 12:11:42 PM,02/04/2019 12:16:29 PM,4,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 1:42:25 PM,02/22/2019 1:47:12 PM,4,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 6:32:56 PM,02/26/2019 6:37:43 PM,4,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 3:33:52 AM,12/04/2018 3:38:39 AM,4,Financial District/South Beach
Medical Incident,01/22/2019,01/22/2019 9:02:43 AM,01/22/2019 9:07:30 AM,4,Financial District/South Beach
Medical Incident,02/20/2019,02/20/2019 10:17:15 AM,02/20/2019 10:22:02 AM,4,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 12:50:05 PM,12/31/2018 12:54:53 PM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 1:10:29 PM,12/07/2018 1:15:17 PM,4,Financial District/South Beach
Medical Incident,12/12/2018,12/12/2018 7:06:36 AM,12/12/2018 7:11:24 AM,4,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 3:09:44 AM,12/16/2018 3:14:32 AM,4,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 6:00:49 AM,01/13/2019 6:05:37 AM,4,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 9:54:16 AM,01/17/2019 9:59:05 AM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 12:41:24 PM,12/07/2018 12:46:14 PM,4,Financial District/South Beach
Medical Incident,12/29/2018,12/29/2018 11:47:54 PM,12/29/2018 11:52:44 PM,4,Financial District/South Beach
Medical Incident,01/04/2019,01/04/2019 10:17:56 PM,01/04/2019 10:22:46 PM,4,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 4:54:01 PM,02/05/2019 4:58:51 PM,4,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 7:11:05 PM,02/06/2019 7:15:55 PM,4,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 12:27:29 AM,02/14/2019 12:32:19 AM,4,Financial District/South Beach
Medical Incident,01/01/2019,01/01/2019 2:26:57 AM,01/01/2019 2:31:47 AM,4,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 9:07:33 AM,02/14/2019 9:12:24 AM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 2:48:59 PM,12/03/2018 2:53:50 PM,4,Financial District/South Beach
Medical Incident,01/14/2019,01/14/2019 6:28:54 AM,01/14/2019 6:33:45 AM,4,Financial District/South Beach
Medical Incident,02/20/2019,02/20/2019 2:11:30 PM,02/20/2019 2:16:21 PM,4,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 1:41:52 PM,02/22/2019 1:46:43 PM,4,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 12:55:01 AM,12/31/2018 12:59:53 AM,4,Financial District/South Beach
Medical Incident,01/23/2019,01/23/2019 11:08:15 PM,01/23/2019 11:13:07 PM,4,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 5:59:01 AM,02/22/2019 6:03:53 AM,4,Financial District/South Beach
Medical Incident,02/28/2019,02/28/2019 10:38:53 PM,02/28/2019 10:43:45 PM,4,Financial District/South Beach
Medical Incident,01/23/2019,01/23/2019 8:05:05 AM,01/23/2019 8:09:57 AM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 6:43:39 PM,02/09/2019 6:48:31 PM,4,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 1:47:23 PM,12/16/2018 1:52:16 PM,4,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 12:26:56 AM,01/26/2019 12:31:49 AM,4,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 11:18:27 AM,01/26/2019 11:23:20 AM,4,Financial District/South Beach
Medical Incident,02/02/2019,02/02/2019 10:19:02 AM,02/02/2019 10:23:55 AM,4,Financial District/South Beach
Medical Incident,02/28/2019,02/28/2019 12:54:56 AM,02/28/2019 12:59:49 AM,4,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 9:19:50 PM,12/05/2018 9:24:43 PM,4,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 8:39:51 AM,12/14/2018 8:44:45 AM,4,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 4:24:57 PM,02/03/2019 4:29:51 PM,4,Financial District/South Beach
Medical Incident,01/03/2019,01/03/2019 1:26:11 PM,01/03/2019 1:31:05 PM,4,Financial District/South Beach
Medical Incident,01/08/2019,01/08/2019 12:33:02 PM,01/08/2019 12:37:56 PM,4,Financial District/South Beach
Medical Incident,02/15/2019,02/15/2019 3:17:37 AM,02/15/2019 3:22:31 AM,4,Financial District/South Beach
Medical Incident,12/09/2018,12/09/2018 8:29:37 PM,12/09/2018 8:34:32 PM,4,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 7:22:45 AM,12/25/2018 7:27:40 AM,4,Financial District/South Beach
Medical Incident,02/01/2019,02/01/2019 5:54:18 PM,02/01/2019 5:59:13 PM,4,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 3:11:02 PM,02/04/2019 3:15:57 PM,4,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 12:16:25 PM,02/05/2019 12:21:20 PM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 6:24:19 PM,12/03/2018 6:29:14 PM,4,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 7:36:45 AM,12/13/2018 7:41:40 AM,4,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 12:24:03 PM,12/22/2018 12:28:58 PM,4,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 10:31:20 PM,12/03/2018 10:36:16 PM,4,Financial District/South Beach
Medical Incident,12/17/2018,12/17/2018 5:14:19 PM,12/17/2018 5:19:15 PM,4,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 7:19:49 AM,12/18/2018 7:24:45 AM,4,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 1:37:05 PM,02/03/2019 1:42:01 PM,4,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 7:48:59 AM,02/04/2019 7:53:55 AM,4,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 3:02:13 PM,12/23/2018 3:07:10 PM,4,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 2:51:26 AM,12/02/2018 2:56:23 AM,4,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 11:28:08 PM,02/09/2019 11:33:05 PM,4,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 2:22:40 AM,12/07/2018 2:27:38 AM,4,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 7:36:05 PM,12/08/2018 7:41:03 PM,4,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 1:38:32 AM,12/23/2018 1:43:30 AM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 5:05:09 PM,01/09/2019 5:10:07 PM,4,Financial District/South Beach
Medical Incident,01/15/2019,01/15/2019 12:24:00 AM,01/15/2019 12:28:58 AM,4,Financial District/South Beach
Medical Incident,02/27/2019,02/27/2019 9:14:10 PM,02/27/2019 9:19:08 PM,4,Financial District/South Beach
Medical Incident,01/19/2019,01/19/2019 1:35:43 PM,01/19/2019 1:40:41 PM,4,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 1:07:50 AM,02/17/2019 1:12:49 AM,4,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 3:17:42 PM,12/14/2018 3:22:41 PM,4,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 11:19:53 AM,12/18/2018 11:24:52 AM,4,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 8:31:18 PM,01/09/2019 8:36:17 PM,4,Financial District/South Beach
Medical Incident,01/23/2019,01/23/2019 4:06:43 PM,01/23/2019 4:11:42 PM,4,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 5:53:04 PM,02/05/2019 5:58:03 PM,4,Financial District/South Beach
Medical Incident,02/16/2019,02/16/2019 5:33:17 PM,02/16/2019 5:38:16 PM,4,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 2:47:36 PM,12/04/2018 2:52:36 PM,5,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 7:15:40 PM,12/11/2018 7:20:40 PM,5,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 10:34:48 PM,12/22/2018 10:39:48 PM,5,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 3:36:30 AM,02/10/2019 3:41:30 AM,5,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 10:45:25 PM,02/12/2019 10:50:25 PM,5,Financial District/South Beach
Medical Incident,12/17/2018,12/17/2018 12:53:38 AM,12/17/2018 12:58:38 AM,5,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 4:24:57 PM,02/03/2019 4:29:58 PM,5,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 2:58:41 PM,02/07/2019 3:03:42 PM,5,Financial District/South Beach
Medical Incident,02/25/2019,02/26/2019 12:01:45 AM,02/26/2019 12:06:46 AM,5,Financial District/South Beach
Medical Incident,02/27/2019,02/27/2019 3:13:04 PM,02/27/2019 3:18:05 PM,5,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 2:06:38 AM,12/22/2018 2:11:40 AM,5,Financial District/South Beach
Medical Incident,12/10/2018,12/10/2018 6:58:21 PM,12/10/2018 7:03:23 PM,5,Financial District/South Beach
Medical Incident,01/01/2019,01/01/2019 1:47:40 AM,01/01/2019 1:52:42 AM,5,Financial District/South Beach
Medical Incident,01/20/2019,01/20/2019 6:46:37 PM,01/20/2019 6:51:39 PM,5,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 4:54:01 PM,02/05/2019 4:59:03 PM,5,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 10:56:54 AM,02/17/2019 11:01:56 AM,5,Financial District/South Beach
Medical Incident,02/18/2019,02/18/2019 4:25:56 PM,02/18/2019 4:30:59 PM,5,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 7:26:48 PM,12/05/2018 7:31:51 PM,5,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 2:08:37 PM,12/08/2018 2:13:40 PM,5,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 3:23:34 PM,01/24/2019 3:28:37 PM,5,Financial District/South Beach
Medical Incident,02/28/2019,02/28/2019 12:49:28 AM,02/28/2019 12:54:31 AM,5,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 7:06:08 PM,12/22/2018 7:11:12 PM,5,Financial District/South Beach
Medical Incident,12/24/2018,12/24/2018 3:20:51 PM,12/24/2018 3:25:55 PM,5,Financial District/South Beach
Medical Incident,01/02/2019,01/02/2019 5:26:58 PM,01/02/2019 5:32:02 PM,5,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 1:29:44 AM,01/31/2019 1:34:48 AM,5,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 7:10:08 AM,02/04/2019 7:15:12 AM,5,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 8:41:28 AM,02/06/2019 8:46:32 AM,5,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 8:44:46 AM,12/02/2018 8:49:51 AM,5,Financial District/South Beach
